id,category,prompt
115,Hiring,"Title: Compensation benchmarking narrative
Role: Hiring Manager
Task: Write a compensation rationale narrative to align internal stakeholders.
Inputs (paste and fill):
- Role: [ ]
- Market data (if any): [ ]
- Internal ranges: [ ]
- Equity/benefits: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Rationale
- Range proposal
- Internal equity considerations
- Approval asks
Finish with a short QA checklist tailored to this output."
116,Hiring,"Title: Candidate experience audit
Role: Recruiter
Task: Audit the hiring funnel for candidate experience and propose improvements.
Inputs (paste and fill):
- Current process (paste): [ ]
- Drop-off points: [ ]
- Feedback: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Audit findings
- Quick wins
- New comms templates
- Metrics to track
Finish with a short QA checklist tailored to this output."
117,Hiring,"Title: Onboarding handover to manager
Role: Recruiter/Ops
Task: Create a clean handover pack from hiring to onboarding so nothing falls through.
Inputs (paste and fill):
- Candidate details: [ ]
- Role: [ ]
- Agreements made: [ ]
- Risks/needs: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Handover doc
- First week plan outline
- Key accommodations/needs (if applicable)
- Check-in schedule
Finish with a short QA checklist tailored to this output."
118,Hiring,"Title: Interview training micro-guide
Role: Recruiter
Task: Create a short guide to train interviewers on structure and bias reduction.
Inputs (paste and fill):
- Role types: [ ]
- Common interviewer mistakes: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Do/Don't
- How to ask behavioural questions
- Scoring guidance
- Bias pitfalls
- Calibration plan
Finish with a short QA checklist tailored to this output."
119,Hiring,"Title: Panel interview agenda
Role: Hiring Manager
Task: Design a panel interview agenda that avoids repetition and tests distinct areas.
Inputs (paste and fill):
- Role: [ ]
- Panel members + focus areas: [ ]
- Time available: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Agenda
- Role split
- Questions per member
- Candidate questions time
- Debrief instructions
Finish with a short QA checklist tailored to this output."
120,Hiring,"Title: Hiring metrics dashboard spec
Role: Recruiting Ops
Task: Specify a hiring metrics dashboard (definitions + targets).
Inputs (paste and fill):
- Hiring goals: [ ]
- Current funnel data (if any): [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Metrics list + definitions
- Targets
- Data sources
- Cadence and owners
Finish with a short QA checklist tailored to this output."
121,Hiring,"Title: Competency framework for a function
Role: People Ops
Task: Create a competency framework for a function to support consistent hiring and progression.
Inputs (paste and fill):
- Function: [ ]
- Levels needed: [ ]
- Culture/values: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Competencies by level
- Behavioural indicators
- Assessment methods
- How to use it
Finish with a short QA checklist tailored to this output."
122,Hiring,"Title: Bias-safe 'must have' rewrite
Role: Recruiter
Task: Rewrite must-have requirements to reduce unnecessary barriers and widen the pool.
Inputs (paste and fill):
- Current requirements (paste): [ ]
- True constraints: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Avoid degree inflation
Output (Markdown):
- Rewritten requirements
- Rationale per change
- Risk notes
Finish with a short QA checklist tailored to this output."
123,Hiring,"Title: Offer negotiation call script
Role: Hiring Manager
Task: Write a script for an offer negotiation call that is warm, clear, and aligned to boundaries.
Inputs (paste and fill):
- Role: [ ]
- Offer details: [ ]
- Negotiation room: [ ]
- Candidate priorities (if known): [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Call script
- Questions to uncover priorities
- Concession plan
- Close + next steps
Finish with a short QA checklist tailored to this output."
124,Hiring,"Title: Probation success plan
Role: Hiring Manager
Task: Create a probation success plan with measurable goals and support.
Inputs (paste and fill):
- Role: [ ]
- Probation length: [ ]
- Key outcomes: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Goals by month
- Support/resources
- Check-in cadence
- Pass/fail criteria
Finish with a short QA checklist tailored to this output."
125,Hiring,"Title: Hiring risk assessment
Role: Hiring Manager
Task: Identify risks in hiring for a role and propose mitigations (process, sourcing, assessment).
Inputs (paste and fill):
- Role: [ ]
- Timeline pressure: [ ]
- Market constraints: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Risks table
- Mitigations
- Early warning indicators
- Fallback plan
Finish with a short QA checklist tailored to this output."
126,Performance,"Title: OKR draft for an individual
Role: People Manager
Task: Draft OKRs for an individual aligned to team goals, with measurable key results.
Inputs (paste and fill):
- Role: [ ]
- Team goals/OKRs (paste): [ ]
- Responsibilities: [ ]
- Time period: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Objective(s)
- Key results (SMART)
- Initiatives
- Risks/assumptions
Finish with a short QA checklist tailored to this output."
127,Performance,"Title: Performance review narrative (evidence-based)
Role: People Manager
Task: Write an evidence-based performance review narrative from notes and examples.
Inputs (paste and fill):
- Employee role/level: [ ]
- Period: [ ]
- Examples of work (paste): [ ]
- Feedback received (paste): [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Do not invent evidence; label gaps
Output (Markdown):
- Summary rating rationale
- Strengths (with evidence)
- Areas to improve (with evidence)
- Impact summary
- Development plan
Finish with a short QA checklist tailored to this output."
128,Performance,"Title: Development plan (3 months)
Role: Manager/Coach
Task: Create a 3-month development plan with goals, activities, and checkpoints.
Inputs (paste and fill):
- Current strengths: [ ]
- Development areas: [ ]
- Role aspirations: [ ]
- Constraints: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Development goals
- Activities (on-the-job, learning, mentoring)
- Milestones
- Check-in questions
- Success measures
Finish with a short QA checklist tailored to this output."
129,Performance,"Title: Constructive feedback message
Role: Manager
Task: Draft a constructive feedback message using SBI (Situation–Behaviour–Impact).
Inputs (paste and fill):
- Situation: [ ]
- Observed behaviour: [ ]
- Impact: [ ]
- Desired change: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Keep tone respectful
Output (Markdown):
- Feedback message
- Questions to invite perspective
- Agreement + next steps
Finish with a short QA checklist tailored to this output."
130,Performance,"Title: Recognition message that lands
Role: Manager
Task: Write a recognition message that is specific, timely, and linked to impact.
Inputs (paste and fill):
- What they did: [ ]
- Impact: [ ]
- Audience (private/public): [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Recognition message
- Optional short version (Slack)
- Optional longer version (email)
Finish with a short QA checklist tailored to this output."
131,Performance,"Title: Performance Improvement Plan (PIP) draft
Role: People Manager
Task: Draft a fair PIP with measurable expectations and support, aligned to policy constraints.
Inputs (paste and fill):
- Role: [ ]
- Performance gaps (facts): [ ]
- Timeline: [ ]
- Support/resources: [ ]
- Policy constraints: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Be factual and specific
Output (Markdown):
- PIP overview
- Expectations by area
- Support plan
- Check-in schedule
- Success/failure criteria
Finish with a short QA checklist tailored to this output."
132,Performance,"Title: 1:1 coaching agenda for low morale
Role: Manager
Task: Create a coaching agenda for a 1:1 where morale is low, to understand and support.
Inputs (paste and fill):
- Context: [ ]
- What you've observed: [ ]
- Support available: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Agenda
- Empathy questions
- Problem-solving questions
- Next steps
- Follow-up plan
Finish with a short QA checklist tailored to this output."
133,Performance,"Title: Behavioural expectations agreement
Role: Manager
Task: Create a behavioural expectations agreement document after a tough conversation.
Inputs (paste and fill):
- Behaviour issue: [ ]
- Examples: [ ]
- Desired behaviour: [ ]
- Timeline: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Agreement document
- Examples (acceptable/unacceptable)
- Checkpoints
- Consequences + escalation
Finish with a short QA checklist tailored to this output."
134,Performance,"Title: Promotion case outline
Role: Manager
Task: Create a promotion case outline with evidence mapped to level expectations.
Inputs (paste and fill):
- Current level: [ ]
- Target level: [ ]
- Level criteria (paste): [ ]
- Evidence/examples: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Executive summary
- Evidence by criterion
- Impact metrics
- Peer feedback summary
- Risks/areas to strengthen
Finish with a short QA checklist tailored to this output."
135,Performance,"Title: Calibration prep pack
Role: People Manager
Task: Prepare a calibration pack that summarises performance fairly and consistently.
Inputs (paste and fill):
- Employee list + roles: [ ]
- Key achievements per person: [ ]
- Ratings guidance: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Per-person summary cards
- Key evidence bullets
- Risks/bias checks
- Questions for calibration
Finish with a short QA checklist tailored to this output."
136,Performance,"Title: Skill gap analysis
Role: Manager/Coach
Task: Analyse skills gaps for an employee relative to role expectations and propose actions.
Inputs (paste and fill):
- Role expectations (paste): [ ]
- Current performance notes: [ ]
- Self-assessment (if any): [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Gap analysis table
- Priority gaps
- Actions
- Timeline
- Measures of progress
Finish with a short QA checklist tailored to this output."
137,Performance,"Title: Team performance health check
Role: Ops/People Manager
Task: Assess team performance health (process, morale, output) and propose interventions.
Inputs (paste and fill):
- Team goals: [ ]
- Symptoms: [ ]
- Data available: [ ]
- Constraints: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Assessment
- Root causes hypotheses
- Interventions (quick/medium)
- Measurement plan
Finish with a short QA checklist tailored to this output."
138,Performance,"Title: 360 feedback synthesis
Role: Manager/HR
Task: Synthesize 360 feedback into themes with actionable next steps.
Inputs (paste and fill):
- Raw feedback (paste): [ ]
- Role context: [ ]
- What feedback is conflicting: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Protect confidentiality; anonymise
Output (Markdown):
- Themes
- Evidence snippets
- Strengths
- Growth areas
- Action plan
Finish with a short QA checklist tailored to this output."
139,Performance,"Title: Goal reset mid-cycle
Role: Manager
Task: Draft a goal reset proposal when priorities have changed mid-cycle.
Inputs (paste and fill):
- Original goals: [ ]
- New priorities: [ ]
- Constraints: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Rationale
- Proposed new goals
- What is deprioritised
- Impact on metrics
- Ask/approval
Finish with a short QA checklist tailored to this output."
140,Performance,"Title: Difficult feedback rehearsal
Role: Coach
Task: Create a rehearsal script for giving difficult feedback, including likely responses.
Inputs (paste and fill):
- Feedback topic: [ ]
- Relationship context: [ ]
- Desired outcome: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Script
- Likely reactions + responses
- Boundaries
- Close + next steps
Finish with a short QA checklist tailored to this output."
141,Performance,"Title: Underperformance investigation plan
Role: Manager
Task: Create a structured plan to diagnose underperformance (skills, clarity, resources, motivation).
Inputs (paste and fill):
- Symptoms: [ ]
- Timeline: [ ]
- Expectations set so far: [ ]
- Context: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Diagnosis questions
- Data to gather
- Hypotheses
- Interventions
- Decision points
Finish with a short QA checklist tailored to this output."
142,Performance,"Title: New manager first 30 days plan
Role: New Manager
Task: Create a 30-day plan for a new manager to establish trust and operating rhythm.
Inputs (paste and fill):
- Team size: [ ]
- Current challenges: [ ]
- Stakeholders: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Week-by-week plan
- 1:1 question bank
- Operating cadence
- Quick wins
- Success measures
Finish with a short QA checklist tailored to this output."
143,Performance,"Title: Delegation plan
Role: Manager
Task: Create a delegation plan that matches tasks to capability and develops the team.
Inputs (paste and fill):
- Tasks list: [ ]
- Team members + strengths: [ ]
- Risk tolerance: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Delegation matrix
- Task briefs template
- Check-in cadence
- Risk controls
Finish with a short QA checklist tailored to this output."
144,Performance,"Title: Performance conversation notes (documentation)
Role: Manager
Task: Turn conversation notes into neutral documentation suitable for HR files.
Inputs (paste and fill):
- Notes (paste): [ ]
- Date: [ ]
- Attendees: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Neutral tone; factual
Output (Markdown):
- Documented summary
- Agreements
- Actions
- Next review date
Finish with a short QA checklist tailored to this output."
145,Performance,"Title: Burnout risk check + plan
Role: Manager
Task: Assess burnout risk signals and create a supportive plan that respects boundaries.
Inputs (paste and fill):
- Signals observed: [ ]
- Workload context: [ ]
- Support options: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Avoid medical claims; focus on workplace actions
Output (Markdown):
- Assessment (signals)
- Immediate steps
- Workload adjustments
- Check-in plan
- Escalation if risk increases
Finish with a short QA checklist tailored to this output."
146,Performance,"Title: Team norms and expectations
Role: Manager
Task: Create team norms (communication, response times, meeting etiquette) to improve performance.
Inputs (paste and fill):
- Team context: [ ]
- Pain points: [ ]
- Time zones: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Norms document
- Examples
- Rollout plan
- Review cadence
Finish with a short QA checklist tailored to this output."
147,Performance,"Title: Performance metrics for a role
Role: Manager/Ops
Task: Define measurable performance metrics for a role that align to outcomes.
Inputs (paste and fill):
- Role: [ ]
- Outcomes: [ ]
- Data sources: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Metrics + definitions
- Targets
- How to measure
- Risks of gaming + mitigations
Finish with a short QA checklist tailored to this output."
148,Performance,"Title: Coaching plan for communication skills
Role: Coach
Task: Create a coaching plan to improve communication: clarity, brevity, stakeholder handling.
Inputs (paste and fill):
- Current issues: [ ]
- Examples (paste): [ ]
- Context (stakeholders): [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Skills breakdown
- Exercises
- Practice plan
- Feedback loop
- Milestones
Finish with a short QA checklist tailored to this output."
149,Performance,"Title: Succession plan for a key role
Role: Manager
Task: Create a succession plan including risk assessment and development actions.
Inputs (paste and fill):
- Key role: [ ]
- Current incumbent: [ ]
- Potential successors: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Risk assessment
- Successor readiness matrix
- Development actions
- Timeline
- Contingency plan
Finish with a short QA checklist tailored to this output."
150,Performance,"Title: Team performance narrative for leadership
Role: Manager
Task: Write a leadership-ready narrative explaining team performance, wins, and needs.
Inputs (paste and fill):
- Period: [ ]
- Wins: [ ]
- Challenges: [ ]
- Asks: [ ]
- Metrics: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Narrative
- Key metrics
- Risks
- Asks
- Next period focus
Finish with a short QA checklist tailored to this output."
151,Reporting,"Title: Weekly ops report (narrative + metrics)
Role: Ops Analyst
Task: Create a weekly ops report that combines narrative, metrics, and actions.
Inputs (paste and fill):
- Audience: [ ]
- Key metrics (paste): [ ]
- Wins: [ ]
- Issues: [ ]
- Next week priorities: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Headline summary
- Metrics table
- Insights (so what)
- Risks
- Actions/owners
Finish with a short QA checklist tailored to this output."
152,Reporting,"Title: Monthly business review (MBR) pack outline
Role: Ops/PM
Task: Outline an MBR pack with the right structure and story arc.
Inputs (paste and fill):
- Business area: [ ]
- Top KPIs: [ ]
- Known concerns: [ ]
- Decisions needed: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Slide-by-slide outline
- Narrative arc
- Appendix contents
- Owner list
Finish with a short QA checklist tailored to this output."
153,Reporting,"Title: KPI definitions catalogue
Role: Analytics Lead
Task: Create a KPI definitions catalogue to stop metric confusion.
Inputs (paste and fill):
- Metrics list: [ ]
- Data sources: [ ]
- Owners: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Catalogue table (name, formula, source, cadence, owner)
- Edge cases
- Data quality checks
Finish with a short QA checklist tailored to this output."
154,Reporting,"Title: Executive summary from a long report
Role: Analyst
Task: Summarise a long report into an exec-ready one-pager with actions.
Inputs (paste and fill):
- Full report text (paste): [ ]
- Audience: [ ]
- Decision context: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Keep under 350 words
Output (Markdown):
- Top 5 takeaways
- Risks
- Recommendations
- Decisions/asks
- Next steps
Finish with a short QA checklist tailored to this output."
155,Reporting,"Title: Variance analysis narrative
Role: Finance/Ops Analyst
Task: Explain variances (vs plan, vs last period) in plain English, with hypotheses and actions.
Inputs (paste and fill):
- Actuals (paste): [ ]
- Plan/budget (paste): [ ]
- Context events: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Variance table
- Top drivers narrative
- Confidence level per driver
- Actions
- Data gaps
Finish with a short QA checklist tailored to this output."
156,Reporting,"Title: Anomaly investigation brief
Role: Ops Analyst
Task: Create a brief to investigate a metric anomaly with a clear plan.
Inputs (paste and fill):
- Metric: [ ]
- What changed: [ ]
- Time window: [ ]
- Related metrics: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Hypotheses
- Data to pull
- Checks sequence
- Likely root causes
- Comms plan
Finish with a short QA checklist tailored to this output."
157,Reporting,"Title: Board update memo
Role: Chief of Staff
Task: Draft a board update memo: progress, risks, and asks.
Inputs (paste and fill):
- Company/initiative context: [ ]
- Progress highlights: [ ]
- KPIs: [ ]
- Risks: [ ]
- Asks: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Keep crisp; avoid fluff
Output (Markdown):
- Memo
- KPI snapshot
- Risks + mitigations
- Asks/decisions
Finish with a short QA checklist tailored to this output."
158,Reporting,"Title: Dashboard commentary (what to say)
Role: Analyst
Task: Write commentary to accompany a dashboard so stakeholders know what matters.
Inputs (paste and fill):
- Dashboard KPIs: [ ]
- Notable changes: [ ]
- Audience: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Key messages
- Callouts by KPI
- Questions to anticipate
- Actions
Finish with a short QA checklist tailored to this output."
159,Reporting,"Title: Operational metrics pack (definitions + visuals guidance)
Role: Ops Analyst
Task: Design an ops metrics pack: what to include and how to present it (text-only guidance).
Inputs (paste and fill):
- Process/service: [ ]
- Available metrics: [ ]
- Audience: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Metrics shortlist
- Definitions
- Presentation guidance
- Cadence
- Owners
Finish with a short QA checklist tailored to this output."
160,Reporting,"Title: Customer support report
Role: Support Ops
Task: Create a support report focusing on volume, SLA, quality, and root causes.
Inputs (paste and fill):
- Ticket data summary (paste): [ ]
- Top issue categories: [ ]
- SLA targets: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Metrics table
- Top drivers
- Quality signals
- Improvement actions
- Risks
Finish with a short QA checklist tailored to this output."
161,Reporting,"Title: Project status report (RAG + narrative)
Role: Project Manager
Task: Write a project status report that is honest, specific, and action-focused.
Inputs (paste and fill):
- Project: [ ]
- Milestones: [ ]
- Current status: [ ]
- Risks/issues: [ ]
- Dependencies: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- RAG status + rationale
- Progress since last update
- Next steps
- Risks/issues table
- Asks
Finish with a short QA checklist tailored to this output."
162,Reporting,"Title: OKR progress report
Role: Ops/PM
Task: Create an OKR progress report with confidence ratings and corrective actions.
Inputs (paste and fill):
- OKRs (paste): [ ]
- Progress evidence: [ ]
- Blockers: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- OKR table (KR, target, current, confidence)
- Narrative
- Corrective actions
- Risks
Finish with a short QA checklist tailored to this output."
163,Reporting,"Title: Incident postmortem report
Role: Incident Manager
Task: Write a blameless postmortem with timeline, impact, root cause, and actions.
Inputs (paste and fill):
- Incident summary: [ ]
- Timeline events (paste): [ ]
- Impact: [ ]
- Root cause hypothesis: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Blameless language
Output (Markdown):
- Summary
- Impact
- Timeline
- Root cause
- What went well/poorly
- Action items (owner/date)
Finish with a short QA checklist tailored to this output."
164,Reporting,"Title: Quarterly report story arc
Role: Analyst
Task: Turn quarterly results into a coherent story: what happened and why it matters.
Inputs (paste and fill):
- Quarter highlights: [ ]
- KPIs: [ ]
- Major events: [ ]
- Audience: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Narrative outline
- Key charts to include (described)
- Risks
- Next quarter focus
Finish with a short QA checklist tailored to this output."
165,Reporting,"Title: Data quality report
Role: Data/Analytics
Task: Create a data quality report: issues, impact, and remediation plan.
Inputs (paste and fill):
- Datasets: [ ]
- Issues observed: [ ]
- Consumers impacted: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Issues list
- Impact assessment
- Root cause hypotheses
- Fix plan
- Monitoring plan
Finish with a short QA checklist tailored to this output."
166,Reporting,"Title: One-slide update (text only)
Role: Analyst
Task: Create a one-slide update (text-only) that could be pasted into a deck.
Inputs (paste and fill):
- Topic: [ ]
- Key metrics: [ ]
- Key message: [ ]
- Ask: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Keep to one slide worth of text
Output (Markdown):
- Slide title
- 3–5 bullets
- Metrics line
- Ask line
Finish with a short QA checklist tailored to this output."
167,Reporting,"Title: Daily operations brief
Role: Ops Lead
Task: Create a daily brief template for operations with standard sections.
Inputs (paste and fill):
- Operation type: [ ]
- Key metrics: [ ]
- Common incidents: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Template
- Guidance per section
- Escalation triggers
Finish with a short QA checklist tailored to this output."
168,Reporting,"Title: Reporting calendar + ownership
Role: Ops Manager
Task: Create a reporting calendar with owners, deadlines, and dependencies.
Inputs (paste and fill):
- Reports list: [ ]
- Cadence per report: [ ]
- Owners: [ ]
- Due dates: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Calendar table
- RACI
- SLA rules
- Escalation path
Finish with a short QA checklist tailored to this output."
169,Reporting,"Title: Narrative to accompany cost-saving initiative
Role: Finance/Ops
Task: Write a narrative explaining cost-saving actions without causing panic.
Inputs (paste and fill):
- Initiative: [ ]
- Savings target: [ ]
- Actions: [ ]
- Risks: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Use calm tone
Output (Markdown):
- Narrative
- What changes/what doesn't
- Risks + mitigations
- FAQ
Finish with a short QA checklist tailored to this output."
170,Reporting,"Title: Supplier performance report
Role: Procurement/Ops
Task: Create a supplier performance report with KPIs and actions.
Inputs (paste and fill):
- Supplier: [ ]
- SLA metrics (paste): [ ]
- Incidents: [ ]
- Contract context: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Scorecard
- Trends
- Issues
- Corrective actions
- Next review date
Finish with a short QA checklist tailored to this output."
171,Reporting,"Title: Forecast update narrative
Role: Ops/Finance
Task: Write an update explaining forecast changes and confidence levels.
Inputs (paste and fill):
- Old forecast: [ ]
- New forecast: [ ]
- Drivers: [ ]
- Risks: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Delta summary
- Driver table
- Confidence assessment
- Actions
Finish with a short QA checklist tailored to this output."
172,Reporting,"Title: Risk report for leadership
Role: Risk Manager
Task: Create a leadership risk report with prioritised risks and mitigations.
Inputs (paste and fill):
- Risks list (paste): [ ]
- Risk appetite: [ ]
- Owners: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Top risks table
- Changes since last report
- Mitigations progress
- Asks
Finish with a short QA checklist tailored to this output."
173,Reporting,"Title: Customer health report (CS)
Role: Customer Success Ops
Task: Create a customer health report with leading indicators and action plan.
Inputs (paste and fill):
- Customer list: [ ]
- Health signals: [ ]
- Renewal dates: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Health score model (simple)
- Customer table
- At-risk analysis
- Actions
Finish with a short QA checklist tailored to this output."
174,Reporting,"Title: KPI storytelling checklist
Role: Analyst
Task: Create a checklist for turning KPI numbers into clear narrative insights.
Inputs (paste and fill):
- Audience: [ ]
- Typical KPIs: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Checklist
- Examples of good commentary
- Common pitfalls
Finish with a short QA checklist tailored to this output."
175,Reporting,"Title: Regulatory/compliance reporting pack outline
Role: Compliance/Ops
Task: Outline a compliance reporting pack with evidence requirements.
Inputs (paste and fill):
- Regulation/policy: [ ]
- Evidence sources: [ ]
- Cadence: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Pack outline
- Evidence checklist
- Owner responsibilities
- Audit readiness tips
Finish with a short QA checklist tailored to this output."
